date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:50:45	42469/42469	---M--	200	added ('OK')	image/jpeg	etag:%22a5e5-637954c4-72f11425c766e4b4;;;%22	https://megabyte.andevfrontend.com/img/categories/pc_components/processors.jpg	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/categories/pc_components/processors.jpg	(from https://megabyte.andevfrontend.com/index.html)
20:50:45	39675/39675	---M--	200	added ('OK')	image/jpeg	etag:%229afb-637954c4-77bada183d231513;;;%22	https://megabyte.andevfrontend.com/img/categories/pc_components/rams.jpg	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/categories/pc_components/rams.jpg	(from https://megabyte.andevfrontend.com/index.html)
20:50:47	42340/42340	---M--	200	added ('OK')	image/jpeg	etag:%22a564-637954c4-8653b9ac049796f7;;;%22	https://megabyte.andevfrontend.com/img/categories/pc_components/power_supplys.jpg	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/categories/pc_components/power_supplys.jpg	(from https://megabyte.andevfrontend.com/index.html)
20:50:47	47431/47431	---M--	200	added ('OK')	image/jpeg	etag:%22b947-637954c4-e703dbac29bb794c;;;%22	https://megabyte.andevfrontend.com/img/categories/pc_components/video_cards.jpg	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/categories/pc_components/video_cards.jpg	(from https://megabyte.andevfrontend.com/index.html)
20:50:47	45394/45394	---M--	200	added ('OK')	image/jpeg	etag:%22b152-637954c4-98c784b437b6f200;;;%22	https://megabyte.andevfrontend.com/img/categories/pc_components/hard_drives.jpg	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/categories/pc_components/hard_drives.jpg	(from https://megabyte.andevfrontend.com/index.html)
20:50:48	33451/33451	---M--	200	added ('OK')	image/jpeg	etag:%2282ab-637954c4-16a7d785b4dc36fe;;;%22	https://megabyte.andevfrontend.com/img/categories/pc_components/ssd_disk.jpg	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/categories/pc_components/ssd_disk.jpg	(from https://megabyte.andevfrontend.com/index.html)
20:50:48	36499/36499	---M--	200	added ('OK')	image/jpeg	etag:%228e93-637954c4-6201538022caeb90;;;%22	https://megabyte.andevfrontend.com/img/categories/pc_components/computer_case.jpg	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/categories/pc_components/computer_case.jpg	(from https://megabyte.andevfrontend.com/index.html)
20:50:48	35654/35654	---M--	200	added ('OK')	image/jpeg	etag:%228b46-637954c4-11dec5c99626cb91;;;%22	https://megabyte.andevfrontend.com/img/categories/peripherals/keywords.jpg	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/categories/peripherals/keywords.jpg	(from https://megabyte.andevfrontend.com/index.html)
20:50:49	31650/31650	---M--	200	added ('OK')	image/jpeg	etag:%227ba2-637954c4-9dabf6548280b696;;;%22	https://megabyte.andevfrontend.com/img/categories/peripherals/mouse.jpg	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/categories/peripherals/mouse.jpg	(from https://megabyte.andevfrontend.com/index.html)
20:50:49	37958/37958	---M--	200	added ('OK')	image/jpeg	etag:%229446-637954c4-606f9759bf6f68f0;;;%22	https://megabyte.andevfrontend.com/img/categories/peripherals/mic.jpg	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/categories/peripherals/mic.jpg	(from https://megabyte.andevfrontend.com/index.html)
20:50:49	25190/25190	---M--	200	added ('OK')	image/jpeg	etag:%226266-637954c4-d7e26e645058ead9;;;%22	https://megabyte.andevfrontend.com/img/categories/peripherals/webcam.jpg	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/categories/peripherals/webcam.jpg	(from https://megabyte.andevfrontend.com/index.html)
20:50:50	39307/39307	---M--	200	added ('OK')	image/jpeg	etag:%22998b-637954c4-11f778358cd2645d;;;%22	https://megabyte.andevfrontend.com/img/categories/computers/desktops.jpg	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/categories/computers/desktops.jpg	(from https://megabyte.andevfrontend.com/index.html)
20:50:50	35501/35501	---M--	200	added ('OK')	image/jpeg	etag:%228aad-637954c4-f2b87adcc97d12cc;;;%22	https://megabyte.andevfrontend.com/img/categories/computers/notebooks.jpg	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/categories/computers/notebooks.jpg	(from https://megabyte.andevfrontend.com/index.html)
20:50:50	33198/33198	---M--	200	added ('OK')	image/jpeg	etag:%2281ae-637954c4-7a1822b8746baa96;;;%22	https://megabyte.andevfrontend.com/img/categories/gaming/consoles.jpg	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/categories/gaming/consoles.jpg	(from https://megabyte.andevfrontend.com/index.html)
20:50:51	61653/61653	---M--	200	added ('OK')	image/jpeg	etag:%22f0d5-637954c4-f61da827387486a4;;;%22	https://megabyte.andevfrontend.com/img/categories/gaming/games.jpg	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/categories/gaming/games.jpg	(from https://megabyte.andevfrontend.com/index.html)
20:50:51	21432/21432	---M--	200	added ('OK')	image/jpeg	etag:%2253b8-637954c4-4ab2fcabe20f83b4;;;%22	https://megabyte.andevfrontend.com/img/categories/gaming/accessories.jpg	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/categories/gaming/accessories.jpg	(from https://megabyte.andevfrontend.com/index.html)
20:50:51	20997/20997	---M--	200	added ('OK')	image/jpeg	etag:%225205-637954c4-c7c07b4c73690a75;;;%22	https://megabyte.andevfrontend.com/img/categories/software/os.jpg	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/categories/software/os.jpg	(from https://megabyte.andevfrontend.com/index.html)
20:50:52	28297/28297	---M--	200	added ('OK')	image/jpeg	etag:%226e89-637954c4-278e6df12b11bed1;;;%22	https://megabyte.andevfrontend.com/img/categories/software/office.jpg	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/categories/software/office.jpg	(from https://megabyte.andevfrontend.com/index.html)
20:50:52	37055/37055	---M--	200	added ('OK')	image/jpeg	etag:%2290bf-637954c4-820370054b9139d8;;;%22	https://megabyte.andevfrontend.com/img/categories/software/antivirus.jpg	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/categories/software/antivirus.jpg	(from https://megabyte.andevfrontend.com/index.html)
20:50:52	106468/106468	---M-Z	200	added ('OK')	text/html	etag:%2219fe4-637954c2-b1731f46c86f6194;gz%22	https://megabyte.andevfrontend.com/shop-mixed.html	D:/FreeCouse/todo/megabyte.andevfrontend.com/shop-mixed.html	(from https://megabyte.andevfrontend.com/index.html)
20:50:53	92197/92197	---M-Z	200	added ('OK')	text/html	etag:%2216825-637954c2-3ba60473f2e7b134;gz%22	https://megabyte.andevfrontend.com/shop-listed.html	D:/FreeCouse/todo/megabyte.andevfrontend.com/shop-listed.html	(from https://megabyte.andevfrontend.com/index.html)
20:50:54	91357/91357	---M-Z	200	added ('OK')	text/html	etag:%22164dd-637954c2-629034d6b659c5ae;gz%22	https://megabyte.andevfrontend.com/shop-grid.html	D:/FreeCouse/todo/megabyte.andevfrontend.com/shop-grid.html	(from https://megabyte.andevfrontend.com/index.html)
20:50:54	68456/68456	---M-Z	200	added ('OK')	text/html	etag:%2210b68-637954c2-690dc8bb5f1d992;gz%22	https://megabyte.andevfrontend.com/wishlist.html	D:/FreeCouse/todo/megabyte.andevfrontend.com/wishlist.html	(from https://megabyte.andevfrontend.com/index.html)
20:50:54	70065/70065	---M-Z	200	added ('OK')	text/html	etag:%22111b1-637954c2-2317a2edd675f9c3;gz%22	https://megabyte.andevfrontend.com/shopping-cart.html	D:/FreeCouse/todo/megabyte.andevfrontend.com/shopping-cart.html	(from https://megabyte.andevfrontend.com/index.html)
20:50:55	114765/114765	---M-Z	200	added ('OK')	text/html	etag:%221c04d-637954c2-e4f9c55a6d8f4ec4;gz%22	https://megabyte.andevfrontend.com/product-details.html	D:/FreeCouse/todo/megabyte.andevfrontend.com/product-details.html	(from https://megabyte.andevfrontend.com/index.html)
20:50:55	63727/63727	---M-Z	200	added ('OK')	text/html	etag:%22f8ef-637954c2-9c26d71539d03757;gz%22	https://megabyte.andevfrontend.com/checkout.html	D:/FreeCouse/todo/megabyte.andevfrontend.com/checkout.html	(from https://megabyte.andevfrontend.com/index.html)
20:50:55	63381/63381	---M-Z	200	added ('OK')	text/html	etag:%22f795-637954c2-f21bdc5e19cf1a0f;gz%22	https://megabyte.andevfrontend.com/about-us.html	D:/FreeCouse/todo/megabyte.andevfrontend.com/about-us.html	(from https://megabyte.andevfrontend.com/index.html)
20:50:56	101149/101149	---M-Z	200	added ('OK')	text/html	etag:%2218b1d-637954c2-3602d58d898d74c9;gz%22	https://megabyte.andevfrontend.com/my-account.html	D:/FreeCouse/todo/megabyte.andevfrontend.com/my-account.html	(from https://megabyte.andevfrontend.com/index.html)
20:50:56	59581/59581	---M-Z	200	added ('OK')	text/html	etag:%22e8bd-637954c2-5e4ee1b729b8ca28;gz%22	https://megabyte.andevfrontend.com/login.html	D:/FreeCouse/todo/megabyte.andevfrontend.com/login.html	(from https://megabyte.andevfrontend.com/index.html)
20:50:57	60134/60134	---M-Z	200	added ('OK')	text/html	etag:%22eae6-637954c2-6f7bd9fad588dd0a;gz%22	https://megabyte.andevfrontend.com/sign-up.html	D:/FreeCouse/todo/megabyte.andevfrontend.com/sign-up.html	(from https://megabyte.andevfrontend.com/index.html)
20:50:57	64105/64105	---M-Z	200	added ('OK')	text/html	etag:%22fa69-637954c2-8481e7f93d80afa1;gz%22	https://megabyte.andevfrontend.com/forgot-password.html	D:/FreeCouse/todo/megabyte.andevfrontend.com/forgot-password.html	(from https://megabyte.andevfrontend.com/index.html)
20:50:57	57583/57583	---M-Z	200	added ('OK')	text/html	etag:%22e0ef-637954c2-2bcec4c0b5a37bdf;gz%22	https://megabyte.andevfrontend.com/error404.html	D:/FreeCouse/todo/megabyte.andevfrontend.com/error404.html	(from https://megabyte.andevfrontend.com/index.html)
20:50:58	67554/67554	---M-Z	200	added ('OK')	text/html	etag:%22107e2-637954c2-15bd7c864a0d7a40;gz%22	https://megabyte.andevfrontend.com/purchase-completed.html	D:/FreeCouse/todo/megabyte.andevfrontend.com/purchase-completed.html	(from https://megabyte.andevfrontend.com/index.html)
20:50:58	57869/57869	---M-Z	200	added ('OK')	text/html	etag:%22e20d-637954c2-4a8c27bb4b0e30eb;gz%22	https://megabyte.andevfrontend.com/purchase-failed.html	D:/FreeCouse/todo/megabyte.andevfrontend.com/purchase-failed.html	(from https://megabyte.andevfrontend.com/index.html)
20:50:59	57694/57694	---M-Z	200	added ('OK')	text/html	etag:%22e15e-637954c2-dd8ba20930e88408;gz%22	https://megabyte.andevfrontend.com/message-sent.html	D:/FreeCouse/todo/megabyte.andevfrontend.com/message-sent.html	(from https://megabyte.andevfrontend.com/index.html)
20:50:59	58645/58645	---M-Z	200	added ('OK')	text/html	etag:%22e515-637954c2-8e9a9062fffd014;gz%22	https://megabyte.andevfrontend.com/verification.html	D:/FreeCouse/todo/megabyte.andevfrontend.com/verification.html	(from https://megabyte.andevfrontend.com/index.html)
20:50:59	63639/63639	---M-Z	200	added ('OK')	text/html	etag:%22f897-637954c2-f5bcdec23c8f2a81;gz%22	https://megabyte.andevfrontend.com/privacy-policy.html	D:/FreeCouse/todo/megabyte.andevfrontend.com/privacy-policy.html	(from https://megabyte.andevfrontend.com/index.html)
20:51:00	62425/62425	---M-Z	200	added ('OK')	text/html	etag:%22f3d9-637954c2-929785ba037a2572;gz%22	https://megabyte.andevfrontend.com/terms-and-conditions.html	D:/FreeCouse/todo/megabyte.andevfrontend.com/terms-and-conditions.html	(from https://megabyte.andevfrontend.com/index.html)
20:51:00	57501/57501	---M-Z	200	added ('OK')	text/html	etag:%22e09d-637954c2-2400c4705c650d85;gz%22	https://megabyte.andevfrontend.com/maintenance.html	D:/FreeCouse/todo/megabyte.andevfrontend.com/maintenance.html	(from https://megabyte.andevfrontend.com/index.html)
20:51:00	63228/63228	---M-Z	200	added ('OK')	text/html	etag:%22f6fc-637954c2-361fc50431fe06a6;gz%22	https://megabyte.andevfrontend.com/faqs.html	D:/FreeCouse/todo/megabyte.andevfrontend.com/faqs.html	(from https://megabyte.andevfrontend.com/index.html)
20:51:01	61727/61727	---M-Z	200	added ('OK')	text/html	etag:%22f11f-637954c2-e3fe793cf8f2ba30;gz%22	https://megabyte.andevfrontend.com/contact-us.html	D:/FreeCouse/todo/megabyte.andevfrontend.com/contact-us.html	(from https://megabyte.andevfrontend.com/index.html)
20:51:02	219515/219515	---M--	200	added ('OK')	image/jpeg	etag:%223597b-637954c3-3172927504910463;;;%22	https://megabyte.andevfrontend.com/img/banner/banner-1.jpg	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/banner/banner-1.jpg	(from https://megabyte.andevfrontend.com/index.html)
20:51:03	144774/144774	---M--	200	added ('OK')	image/jpeg	etag:%2223586-637954c3-d901521b2ec8e25c;;;%22	https://megabyte.andevfrontend.com/img/banner/banner-3.jpg	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/banner/banner-3.jpg	(from https://megabyte.andevfrontend.com/index.html)
20:51:04	157446/157446	---M--	200	added ('OK')	image/jpeg	etag:%2226706-637954c3-b3ca9f8bd37ffc87;;;%22	https://megabyte.andevfrontend.com/img/banner/banner-2.jpg	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/banner/banner-2.jpg	(from https://megabyte.andevfrontend.com/index.html)
20:51:05	31138/31138	---M--	200	added ('OK')	image/jpeg	etag:%2279a2-637954c3-d2dd45916133005c;;;%22	https://megabyte.andevfrontend.com/img/cards/notebooks/note_1.jpg	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/cards/notebooks/note_1.jpg	(from https://megabyte.andevfrontend.com/index.html)
20:51:06	78397/78397	---M--	200	added ('OK')	image/jpeg	etag:%221323d-637954c3-9355f61a049a2453;;;%22	https://megabyte.andevfrontend.com/img/cards/mousepad.jpg	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/cards/mousepad.jpg	(from https://megabyte.andevfrontend.com/index.html)
20:51:06	118610/118610	---M--	200	added ('OK')	image/jpeg	etag:%221cf52-637954c3-b35a282786f2164d;;;%22	https://megabyte.andevfrontend.com/img/categories/sec-desktop-g.jpg	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/categories/sec-desktop-g.jpg	(from https://megabyte.andevfrontend.com/index.html)
20:51:06	84292/84292	---M--	200	added ('OK')	image/jpeg	etag:%2214944-637954c3-177818c4795a2fc6;;;%22	https://megabyte.andevfrontend.com/img/categories/sec-notebooks.jpg	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/categories/sec-notebooks.jpg	(from https://megabyte.andevfrontend.com/index.html)
20:51:07	109473/109473	---M--	200	added ('OK')	image/jpeg	etag:%221aba1-637954c4-f86978e776b8accf;;;%22	https://megabyte.andevfrontend.com/img/cards/phones/phone_1.jpg	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/cards/phones/phone_1.jpg	(from https://megabyte.andevfrontend.com/index.html)
20:51:07	104987/104987	---M--	200	added ('OK')	image/jpeg	etag:%2219a1b-637954c4-321cc940506effef;;;%22	https://megabyte.andevfrontend.com/img/categories/sliders/notebooks.jpg	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/categories/sliders/notebooks.jpg	(from https://megabyte.andevfrontend.com/index.html)
20:51:07	160239/160239	---M--	200	added ('OK')	image/jpeg	etag:%22271ef-637954c3-76923ab31ff41b7b;;;%22	https://megabyte.andevfrontend.com/img/categories/sec-desktops.jpg	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/categories/sec-desktops.jpg	(from https://megabyte.andevfrontend.com/index.html)
20:51:09	38563/38563	---M--	200	added ('OK')	image/jpeg	etag:%2296a3-637954c3-52e92d39cf14308c;;;%22	https://megabyte.andevfrontend.com/img/cards/notebooks/note_2.jpg	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/cards/notebooks/note_2.jpg	(from https://megabyte.andevfrontend.com/index.html)
20:51:09	167875/167875	---M--	200	added ('OK')	image/jpeg	etag:%2228fc3-637954c4-d5bf865c963c64a2;;;%22	https://megabyte.andevfrontend.com/img/cards/notebooks/note_3.jpg	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/cards/notebooks/note_3.jpg	(from https://megabyte.andevfrontend.com/index.html)
20:51:10	93116/93116	---M--	200	added ('OK')	image/jpeg	etag:%2216bbc-637954c4-d43bce6d01738aee;;;%22	https://megabyte.andevfrontend.com/img/categories/sliders/smartphones.jpg	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/categories/sliders/smartphones.jpg	(from https://megabyte.andevfrontend.com/index.html)
20:51:10	68635/68635	---M--	200	added ('OK')	image/jpeg	etag:%2210c1b-637954c4-898005d7276829dc;;;%22	https://megabyte.andevfrontend.com/img/cards/phones/phone_2.jpg	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/cards/phones/phone_2.jpg	(from https://megabyte.andevfrontend.com/index.html)
20:51:10	197056/197056	---M--	200	added ('OK')	image/jpeg	etag:%22301c0-637954c4-38bbb5e6967cceb5;;;%22	https://megabyte.andevfrontend.com/img/cards/notebooks/note_4.jpg	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/cards/notebooks/note_4.jpg	(from https://megabyte.andevfrontend.com/index.html)
20:51:11	87638/87638	---M--	200	added ('OK')	image/jpeg	etag:%2215656-637954c4-c99d535b2e53834e;;;%22	https://megabyte.andevfrontend.com/img/cards/phones/phone_3.jpg	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/cards/phones/phone_3.jpg	(from https://megabyte.andevfrontend.com/index.html)
20:51:11	18903/18903	---M--	200	added ('OK')	image/png	etag:%2249d7-637954c3-1887b4919afa9807;;;%22	https://megabyte.andevfrontend.com/img/brands/amd-logo.png	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/brands/amd-logo.png	(from https://megabyte.andevfrontend.com/index.html)
20:51:12	167833/167833	---M--	200	added ('OK')	image/jpeg	etag:%2228f99-637954c4-5f594b916a7b657c;;;%22	https://megabyte.andevfrontend.com/img/cards/phones/phone_4.jpg	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/cards/phones/phone_4.jpg	(from https://megabyte.andevfrontend.com/index.html)
20:51:12	17515/17515	---M--	200	added ('OK')	image/png	etag:%22446b-637954c3-b38fe55e73270bfa;;;%22	https://megabyte.andevfrontend.com/img/brands/asrock-logo.png	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/brands/asrock-logo.png	(from https://megabyte.andevfrontend.com/index.html)
20:51:12	13168/13168	---M--	200	added ('OK')	image/png	etag:%223370-637954c3-753c9960f8736c9e;;;%22	https://megabyte.andevfrontend.com/img/brands/asus-logo.png	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/brands/asus-logo.png	(from https://megabyte.andevfrontend.com/index.html)
20:51:12	9044/9044	---M--	200	added ('OK')	image/png	etag:%222354-637954c3-b984ce1fabdbbff6;;;%22	https://megabyte.andevfrontend.com/img/brands/corsair-logo.png	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/brands/corsair-logo.png	(from https://megabyte.andevfrontend.com/index.html)
20:51:13	12252/12252	---M--	200	added ('OK')	image/png	etag:%222fdc-637954c3-805f653d63c3ef32;;;%22	https://megabyte.andevfrontend.com/img/brands/genius-logo.png	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/brands/genius-logo.png	(from https://megabyte.andevfrontend.com/index.html)
20:51:13	10735/10735	---M--	200	added ('OK')	image/png	etag:%2229ef-637954c3-1c52fcda9b48df7f;;;%22	https://megabyte.andevfrontend.com/img/brands/gigabyte-logo.png	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/brands/gigabyte-logo.png	(from https://megabyte.andevfrontend.com/index.html)
20:51:14	20416/20416	---M--	200	added ('OK')	image/png	etag:%224fc0-637954c3-76320e98d4e3faa2;;;%22	https://megabyte.andevfrontend.com/img/brands/hp-logo.png	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/brands/hp-logo.png	(from https://megabyte.andevfrontend.com/index.html)
20:51:14	34880/34880	---M--	200	added ('OK')	image/png	etag:%228840-637954c3-ed69e1f49edbf959;;;%22	https://megabyte.andevfrontend.com/img/brands/intel-logo.png	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/brands/intel-logo.png	(from https://megabyte.andevfrontend.com/index.html)
20:51:14	11792/11792	---M--	200	added ('OK')	image/png	etag:%222e10-637954c3-c96a038afa6d0b1e;;;%22	https://megabyte.andevfrontend.com/img/brands/kingston-logo.png	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/brands/kingston-logo.png	(from https://megabyte.andevfrontend.com/index.html)
20:51:15	9831/9831	---M--	200	added ('OK')	image/png	etag:%222667-637954c3-6a25fb31fb5bd2cc;;;%22	https://megabyte.andevfrontend.com/img/brands/lenovo-logo.png	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/brands/lenovo-logo.png	(from https://megabyte.andevfrontend.com/index.html)
20:51:15	9613/9613	---M--	200	added ('OK')	image/png	etag:%22258d-637954c3-8a9aa63a643fb1f7;;;%22	https://megabyte.andevfrontend.com/img/brands/logitech-logo.png	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/brands/logitech-logo.png	(from https://megabyte.andevfrontend.com/index.html)
20:51:15	22624/22624	---M--	200	added ('OK')	image/png	etag:%225860-637954c3-602020313353beb6;;;%22	https://megabyte.andevfrontend.com/img/brands/msi-logo.png	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/brands/msi-logo.png	(from https://megabyte.andevfrontend.com/index.html)
20:51:16	11876/11876	---M--	200	added ('OK')	image/png	etag:%222e64-637954c3-f03c7263a55404e3;;;%22	https://megabyte.andevfrontend.com/img/brands/nvidia-logo.png	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/brands/nvidia-logo.png	(from https://megabyte.andevfrontend.com/index.html)
20:51:16	9575/9575	---M--	200	added ('OK')	image/png	etag:%222567-637954c3-bcba4902f3c68a81;;;%22	https://megabyte.andevfrontend.com/img/brands/philips-logo.png	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/brands/philips-logo.png	(from https://megabyte.andevfrontend.com/index.html)
20:51:17	29274/29274	---M--	200	added ('OK')	image/png	etag:%22725a-637954c3-8a891c6f4f99b3e1;;;%22	https://megabyte.andevfrontend.com/img/brands/redragon-logo.png	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/brands/redragon-logo.png	(from https://megabyte.andevfrontend.com/index.html)
20:51:17	7345/7345	---M--	200	added ('OK')	image/png	etag:%221cb1-637954c3-c3c3e0e47b0d4f2a;;;%22	https://megabyte.andevfrontend.com/img/brands/samsung-logo.png	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/brands/samsung-logo.png	(from https://megabyte.andevfrontend.com/index.html)
20:51:17	71158/71158	---M--	200	added ('OK')	image/jpeg	etag:%22115f6-637954c3-742fb91b6c239638;;;%22	https://megabyte.andevfrontend.com/img/product/prod-1.jpg	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/product/prod-1.jpg	(from https://megabyte.andevfrontend.com/index.html)
20:51:18	2781/2781	---M--	200	added ('OK')	image/png	etag:%22add-637954c2-29c5254766928ad9;;;%22	https://megabyte.andevfrontend.com/img/logo2.png	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/logo2.png	(from https://megabyte.andevfrontend.com/index.html)
20:51:18	61618/61618	---M--	200	added ('OK')	image/jpeg	etag:%22f0b2-637954c3-fca2b9db4391b72f;;;%22	https://megabyte.andevfrontend.com/img/product/prod-2.jpg	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/product/prod-2.jpg	(from https://megabyte.andevfrontend.com/index.html)
20:51:19	61623/61623	---M--	200	added ('OK')	image/jpeg	etag:%22f0b7-637954c3-3e41c92a72241635;;;%22	https://megabyte.andevfrontend.com/img/product/prod-3.jpg	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/product/prod-3.jpg	(from https://megabyte.andevfrontend.com/index.html)
